2.800000000000000000e+02 -1.520625103808300764e+02
2.821167907714843750e+02 -1.522359619140625000e+02
2.826789550781250000e+02 -1.522500610351562500e+02
2.822492675781250000e+02 -1.522561492919921875e+02
2.816540832519531250e+02 -1.522473449707031250e+02
2.817059326171875000e+02 -1.522468566894531250e+02
2.814887390136718750e+02 -1.522533416748046875e+02
2.814190979003906250e+02 -1.522503814697265625e+02
2.809065551757812500e+02 -1.522558746337890625e+02
2.814018554687500000e+02 -1.522552490234375000e+02
2.805261230468750000e+02 -1.522470703125000000e+02
2.809946899414062500e+02 -1.522507476806640625e+02
2.808897399902343750e+02 -1.522529907226562500e+02
2.805178833007812500e+02 -1.522516937255859375e+02
2.809244995117187500e+02 -1.522534027099609375e+02
2.806345214843750000e+02 -1.522532348632812500e+02
2.803698730468750000e+02 -1.522510070800781250e+02
2.802392578125000000e+02 -1.522474060058593750e+02
2.804136352539062500e+02 -1.522483520507812500e+02
2.800810852050781250e+02 -1.522552947998046875e+02
2.799472045898437500e+02 -1.522536163330078125e+02
2.798022155761718750e+02 -1.522438507080078125e+02
2.800072631835937500e+02 -1.522515563964843750e+02
2.803183593750000000e+02 -1.522464141845703125e+02
2.799693603515625000e+02 -1.522524261474609375e+02
2.797564392089843750e+02 -1.522550201416015625e+02
2.800285644531250000e+02 -1.522502288818359375e+02
2.798247985839843750e+02 -1.522517700195312500e+02
2.802419433593750000e+02 -1.522513122558593750e+02
2.797164916992187500e+02 -1.522437744140625000e+02
2.800261535644531250e+02 -1.522483978271484375e+02
2.798657226562500000e+02 -1.522501373291015625e+02
2.800974731445312500e+02 -1.522509307861328125e+02
2.804027709960937500e+02 -1.522553100585937500e+02
2.797915649414062500e+02 -1.522531585693359375e+02
2.797666625976562500e+02 -1.522448730468750000e+02
2.798285522460937500e+02 -1.522450408935546875e+02
2.801407775878906250e+02 -1.522517089843750000e+02
2.799650268554687500e+02 -1.522480010986328125e+02
2.797022705078125000e+02 -1.522570190429687500e+02
2.799479980468750000e+02 -1.522517395019531250e+02
2.798380126953125000e+02 -1.522477569580078125e+02
2.799106750488281250e+02 -1.522443847656250000e+02
2.796738281250000000e+02 -1.522498168945312500e+02
2.795443725585937500e+02 -1.522480926513671875e+02
2.799566040039062500e+02 -1.522481384277343750e+02
2.796124877929687500e+02 -1.522485656738281250e+02
2.792391967773437500e+02 -1.522503814697265625e+02
2.801027832031250000e+02 -1.522453613281250000e+02
2.798657836914062500e+02 -1.522508239746093750e+02
2.797114257812500000e+02 -1.522445220947265625e+02
2.801388549804687500e+02 -1.522407989501953125e+02
2.801514587402343750e+02 -1.522387847900390625e+02
2.800259399414062500e+02 -1.522477111816406250e+02
2.801299438476562500e+02 -1.522482604980468750e+02
2.799100952148437500e+02 -1.522518463134765625e+02
2.800244445800781250e+02 -1.522468566894531250e+02
2.802440795898437500e+02 -1.522545166015625000e+02
2.799479370117187500e+02 -1.522486114501953125e+02
2.792149963378906250e+02 -1.522538909912109375e+02
2.799850769042968750e+02 -1.522398223876953125e+02
2.800902099609375000e+02 -1.522528381347656250e+02
2.795320434570312500e+02 -1.522595977783203125e+02
2.794600219726562500e+02 -1.522477264404296875e+02
2.805595703125000000e+02 -1.522495269775390625e+02
2.792855834960937500e+02 -1.522498321533203125e+02
2.797648315429687500e+02 -1.522449951171875000e+02
2.799060058593750000e+02 -1.522531433105468750e+02
2.799530334472656250e+02 -1.522450103759765625e+02
2.797988891601562500e+02 -1.522504882812500000e+02
2.795777587890625000e+02 -1.522536621093750000e+02
2.798217773437500000e+02 -1.522492523193359375e+02
2.795433959960937500e+02 -1.522416839599609375e+02
2.803237915039062500e+02 -1.522530364990234375e+02
2.798240051269531250e+02 -1.522442016601562500e+02
2.798090515136718750e+02 -1.522536163330078125e+02
2.800299682617187500e+02 -1.522470703125000000e+02
2.798490600585937500e+02 -1.522510986328125000e+02
