3.010761070251464844e+01 -2.181682586669921875e+00 0.000000000000000000e+00
3.003908920288085938e+01 -2.158048152923583984e+00 0.000000000000000000e+00
3.009210777282714844e+01 -2.151542186737060547e+00 0.000000000000000000e+00
3.002213859558105469e+01 -2.153545618057250977e+00 0.000000000000000000e+00
3.003450393676757812e+01 -2.150036096572875977e+00 0.000000000000000000e+00
3.018384361267089844e+01 -2.148903846740722656e+00 0.000000000000000000e+00
3.002240371704101562e+01 -2.157230615615844727e+00 0.000000000000000000e+00
3.008708190917968750e+01 -2.147776603698730469e+00 0.000000000000000000e+00
3.005013847351074219e+01 -2.148204803466796875e+00 0.000000000000000000e+00
3.002081108093261719e+01 -2.153699874877929688e+00 0.000000000000000000e+00
3.004538345336914062e+01 -2.162144184112548828e+00 0.000000000000000000e+00
2.998956871032714844e+01 -2.160043239593505859e+00 0.000000000000000000e+00
3.007620620727539062e+01 -2.174814939498901367e+00 0.000000000000000000e+00
3.000441360473632812e+01 -2.161262750625610352e+00 0.000000000000000000e+00
3.001859283447265625e+01 -2.151626825332641602e+00 0.000000000000000000e+00
3.001536750793457031e+01 -2.150641441345214844e+00 0.000000000000000000e+00
3.008766937255859375e+01 -2.160427331924438477e+00 0.000000000000000000e+00
3.008160972595214844e+01 -2.162223100662231445e+00 0.000000000000000000e+00
3.006252098083496094e+01 -2.154422998428344727e+00 0.000000000000000000e+00
3.016181755065917969e+01 -2.163229942321777344e+00 0.000000000000000000e+00
3.002944755554199219e+01 -2.150154829025268555e+00 0.000000000000000000e+00
3.000440788269042969e+01 -2.162067651748657227e+00 0.000000000000000000e+00
3.004526901245117188e+01 -2.162548542022705078e+00 0.000000000000000000e+00
3.006806373596191406e+01 -2.162974596023559570e+00 0.000000000000000000e+00
3.000716781616210938e+01 -2.169124603271484375e+00 0.000000000000000000e+00
2.997969818115234375e+01 -2.150596141815185547e+00 0.000000000000000000e+00
3.007161521911621094e+01 -2.165899515151977539e+00 0.000000000000000000e+00
2.996504402160644531e+01 -2.155582427978515625e+00 0.000000000000000000e+00
2.998114585876464844e+01 -2.174582481384277344e+00 0.000000000000000000e+00
3.008134841918945312e+01 -2.159763336181640625e+00 0.000000000000000000e+00
3.010939025878906250e+01 -2.161789417266845703e+00 0.000000000000000000e+00
3.011263275146484375e+01 -2.162750482559204102e+00 0.000000000000000000e+00
2.995694541931152344e+01 -2.156293153762817383e+00 0.000000000000000000e+00
3.003213691711425781e+01 -2.156644344329833984e+00 0.000000000000000000e+00
2.997726249694824219e+01 -2.157365798950195312e+00 0.000000000000000000e+00
3.007341575622558594e+01 -2.162422418594360352e+00 0.000000000000000000e+00
3.002633285522460938e+01 -2.157941341400146484e+00 0.000000000000000000e+00
3.000641822814941406e+01 -2.153694152832031250e+00 0.000000000000000000e+00
3.003962707519531250e+01 -2.149671554565429688e+00 0.000000000000000000e+00
3.002215003967285156e+01 -2.164040088653564453e+00 0.000000000000000000e+00
3.000658607482910156e+01 -2.154035568237304688e+00 0.000000000000000000e+00
3.008459281921386719e+01 -2.164141893386840820e+00 0.000000000000000000e+00
2.999186325073242188e+01 -2.157886743545532227e+00 0.000000000000000000e+00
3.001982116699218750e+01 -2.171081304550170898e+00 0.000000000000000000e+00
3.006244087219238281e+01 -2.163010120391845703e+00 0.000000000000000000e+00
2.999818229675292969e+01 -2.162472963333129883e+00 0.000000000000000000e+00
3.009267807006835938e+01 -2.150993824005126953e+00 0.000000000000000000e+00
3.008368492126464844e+01 -2.175685405731201172e+00 0.000000000000000000e+00
3.008399772644042969e+01 -2.157574415206909180e+00 0.000000000000000000e+00
