(1,0) (0,0) (0,0) (0,0)
    (-0.313682,0.431403)     (-0.135444,0.647612)      (0.124532,-0.24017)    (0.227458,-0.0711162)
   (-0.20617,-0.0246521)    (-0.252907,0.0524257)     (-0.68626,-0.374525)   (-0.336327,-0.0418641)
   (-0.188694,-0.445352)    (0.207513,-0.0220624)     (-0.211794,0.265381)     (0.352833,-0.523629)
    (0.537402,-0.193294)      (-0.47276,0.446314)       (0.10178,0.131364)    (-0.207565,-0.349224)
 (-0.0114016,-0.0107266)  (0.0176426,-0.00138065)   (0.0300513,-0.0216204)   (-0.0132806,0.0139051)
   (0.022808,-0.0102211)    (0.00537414,0.012428)  (-0.00248302,-0.048108)    (0.101174,-0.0277979)
  (0.00156451,0.0329036)    (0.0104983,-0.027614)   (0.0646082,-0.0668591)   (-0.0586649,-0.106676)
    (0.092601,0.0161139)  (-0.0286488,-0.0382267)   (0.0132625,-0.0127244)   (0.0297336,0.00914742)
(0.000753868,-0.0576858)  (-0.0465399,-0.0272375)   (0.0516842,-0.0964922)   (0.0383334,-0.0222637)
   (0.0240473,0.0365917)   (-0.0123082,0.0463146)    (0.0419675,0.0184644)    (-0.089208,0.0309515)
    (0.0214884,0.110877)  (-0.0729087,-0.0816053)    (-0.212143,0.0425622)    (0.123351,-0.0458367)
  (0.0253364,-0.0241137)  (-0.0259426,-0.0778865)     (0.0750454,-0.17582)     (0.055188,-0.109759)
   (0.0726915,-0.107315)  (-0.0605633,-0.0718215)   (-0.171067,-0.0744944)       (0.118122,0.10737)
  (0.0654406,-0.0194942)    (0.0541778,0.0290616)    (-0.021949,-0.031879)   (-0.108848,-0.0911628)
    (0.134026,0.0160845)   (0.0231358,-0.0586319)   (0.0421489,-0.0711468)   (-0.0063239,-0.072337)
   (-0.0322089,0.086598)   (-0.0515662,-0.083679)   (-0.00856439,0.194762)   (-0.291779,-0.0534733)
     (0.263347,0.157814)     (0.154053,-0.129344)  (-0.0195019,-0.0397551)   (-0.251363,-0.0943468)
    (-0.244703,0.561844)      (0.193564,0.488597)    (0.0631551,-0.247684)   (-0.0482991,-0.192566)
    (-0.179989,0.108823)     (-0.31858,0.0576255)    (-0.781764,-0.136431)   (-0.255531,-0.0117068)
  (-0.0602642,-0.351141)    (0.330182,-0.0689482)     (-0.274351,0.226377)     (0.169683,-0.644051)
    (0.427631,-0.408112)     (-0.257824,0.501044)     (0.15649,-0.0700906)    (-0.341726,-0.157913)
  (0.0120255,0.00366021)   (0.0165364,0.00318733)   (-0.0319175,0.0458576)   (-0.0221253,0.0128826)
   (0.0146497,0.0489607)   (-0.0598701,-0.025769)   (0.0357807,-0.0401237)     (0.044121,-0.153955)
  (-0.0537117,0.0396121)  (-0.0652013,-0.0195933)    (0.10642,-0.00339267)   (-0.095243,-0.0836936)
   (0.0886516,0.0318719) (-0.00526231,-0.0624358)   (0.0288759,-0.0538066)  (-0.0302036,-0.0861738)
(-0.00235622,-0.0594751)     (0.0615273,0.101291)   (-0.0179779,0.0817576)    (0.0339847,0.0389771)
  (0.0814127,-0.0169415)    (0.0319635,0.0582494)  (-0.0184289,-0.0915029)    (0.0404731,0.0190893)
    (0.0169146,0.103301)   (-0.137352,-0.0169108)    (-0.0499737,0.126224)      (0.071137,-0.10884)
   (0.126076,-0.0255642)    (0.0864999,-0.022154)   (-0.0550496,-0.172545)    (0.0365604,-0.092609)
  (0.0515175,-0.0236816)   (-0.157703,-0.0700308)   (-0.129243,-0.0414871)    (0.152162,-0.0139864)
   (0.019224,-0.0353835)  (0.0683585,-0.00258863) (-0.00868322,-0.0460536)   (-0.129958,-0.0399736)
    (0.109576,0.0250095)   (-0.0512444,-0.126836)    (0.0626308,-0.118558)  (-0.0866403,-0.0870995)
    (0.107885,0.0597553)      (0.146762,0.046002)   (-0.0802135,0.0682067)    (-0.225128,0.0288148)
    (0.129503,0.0185858)     (0.132769,-0.185934)   (0.0362812,-0.0997387)    (-0.336822,0.0757663)
     (-0.308823,0.493764)       (0.336403,0.253725)    (-0.0116633,-0.411813)   (-0.124054,0.000813213)
     (-0.280675,0.043616)       (-0.30344,0.137514)    (-0.543367,-0.0100748)   (-0.212506,-0.00090467)
   (-0.0424316,-0.384893)      (0.376753,-0.156515)       (-0.27429,0.288508)      (0.047953,-0.518188)
     (0.426764,-0.419732)     (-0.0990279,0.416114)    (0.0154993,-0.0216823)    (-0.400338,-0.0372068)
  (-0.0424145,-0.0284384)     (-0.146046,-0.128993)  (-0.00370667,-0.0891476)     (0.011407,-0.0100496)
   (0.00480041,0.0105837)    (-0.0289546,0.0807068)    (0.0183223,-0.0138444)     (0.078799,-0.0829199)
   (0.0764526,0.00143527)    (-0.10601,-0.00967914)    (-0.0341574,-0.177973)   (-0.0487889,-0.0379662)
    (0.0798617,0.0154743)     (0.0139418,-0.021495)    (0.0313102,-0.0652692)   (-0.0378699,-0.0540499)
  (0.0612283,0.000116294)      (0.0784814,0.080461) (-0.000936565,-0.0211256)    (0.0996629,-0.0118086)
    (-0.0139022,-0.13542)     (0.0243018,0.0174412)    (-0.0135379,-0.217347)     (0.0577795,0.0109962)
   (-0.0174933,0.0957292)     (-0.198708,0.0901568)       (0.039745,0.104172)     (0.0792352,-0.245916)
   (-0.0732629,-0.156361)    (0.0459123,-0.0444016)    (-0.0644666,-0.305886)   (-0.0579952,-0.0466832)
  (-0.0166973,-0.0268659)      (-0.15743,0.0562731)     (-0.135116,0.0126206)     (0.156865,-0.0129376)
   (0.0447045,-0.0162611)    (0.0268462,-0.0927718)       (-0.149482,-0.2077)    (-0.0634569,-0.109889)
   (0.0444151,0.00850913)     (-0.139313,-0.237533)     (0.0328846,-0.188732)     (-0.258672,-0.120094)
    (0.0987998,0.0823157)   (0.00570768,-0.0745929)      (0.0456935,0.174506)      (-0.295786,0.039918)
     (0.191192,-0.024226)      (0.256381,-0.243969)   (-0.0714764,-0.0516749)      (-0.273256,0.318192)
    (-0.112326,-0.54341)      (0.439441,0.395586)    (-0.104255,-0.141155)    (0.0410806,-0.252128)
    (0.110217,-0.098329)    (-0.171424,0.0878825)     (-0.805743,0.232938)     (-0.242866,0.115338)
      (0.453316,0.40636)     (0.312216,-0.096077)    (-0.0909103,0.223182)     (0.020332,-0.483317)
   (-0.0139457,0.448181)    (-0.0287368,0.527785)    (0.132845,-0.0496978)     (-0.463171,0.110883)
 (-0.0348397,-0.0117433)    (-0.07591,-0.0231419) (-0.00527879,-0.0470637) (0.000653084,-0.0572385)
   (0.0386772,0.0272664)   (-0.0578761,0.0165073)     (0.0470831,-0.08429)    (0.096643,-0.0207771)
  (-0.0699205,0.0327983)    (0.0337537,0.0283177)  (-0.0274568,-0.0705519)    (0.0845577,0.0132402)
   (0.091023,-0.0059604)     (0.105715,0.0247969)    (0.072675,-0.0798434)   (-0.0620046,0.0700555)
   (0.049732,0.00747402)  (-0.0792221,-0.0303228)    (0.0309498,-0.173582) (-0.00641608,-0.0749402)
  (0.0625992,-0.0332695)  (0.00329142,-0.0674523)   (0.0667758,-0.0241218)   (-0.0676561,0.0431661)
 (0.00317335,-0.0558439)    (-0.167758,0.0903611)    (-0.0546589,0.100885)     (0.110106,-0.102909)
  (-0.0130303,0.0249018)    (0.00351318,0.023591)  (-0.0566119,-0.0263439)    (-0.11873,-0.0337156)
   (0.137052,-0.0156022)   (-0.0560088,0.0283926)   (-0.0718152,0.0791394)    (0.0588863,0.0896768)
 (-0.0827504,-0.0126766) (-0.0585573,-0.00738826)   (-0.0788373,-0.169844)   (-0.0693814,-0.098542)
    (0.130206,0.0274216)  (-0.0330939,-0.0549749)    (0.0665789,-0.118116)  (-0.162605,-0.00154563)
   (0.0162036,-0.052054)   (-0.238195,-0.0857532)     (0.153953,0.0526091)    (-0.230785,0.0460654)
      (-0.1339,0.067798)     (0.224884,-0.169436)     (0.025823,-0.115684)     (-0.228316,0.403072)
   (-0.538632,-0.354664)   (0.619403,-0.00613233)   (0.000181641,0.022607)     (-0.179798,-0.25408)
 (-0.0300091,-0.0697251)    (-0.0475057,0.027007)     (-0.489506,0.735477)      (-0.16166,0.233464)
    (0.564947,0.0457843)    (0.0786852,-0.253078)     (0.0148333,0.198464)    (-0.264741,-0.364402)
     (0.255814,0.397701)      (0.292392,0.492604)   (0.0373534,-0.0873625)     (-0.180594,0.352215)
  (-0.0399944,0.0332578) (-0.0326083,-0.00128348)     (0.0361366,0.039401) (-0.0242934,-0.00821312)
    (-0.0190472,0.06121)    (0.0168412,0.0138483)    (0.051388,-0.0422329)   (0.0632098,-0.0551608)
 (0.00607786,-0.0180641)   (0.0389754,-0.0306707)     (0.0909576,0.031605)   (0.0551295,0.00973659)
  (0.0612575,-0.0840703)    (0.0719791,-0.108896)   (0.159725,-0.00828514)     (-0.103113,0.075806)
 (-0.0188757,-0.0444242)    (-0.110452,0.0757299)  (-0.0332388,-0.0964568)    (-0.105965,0.0105122)
 (0.00589087,-0.0259864)  (-0.0401402,-0.0236062)   (0.0899358,0.00814014)   (-0.0745827,0.0626487)
 (0.00591425,-0.0415028)    (-0.0251981,0.143741)   (0.00262314,0.0993821)    (0.0618761,-0.159865)
   (0.0490834,-0.116183)   (-0.0302651,0.0144543)  (-0.0439377,0.00226688)   (-0.0910181,0.0816655)
   (0.0229797,0.0393088)  (0.00237557,-0.0279853)    (0.00391267,0.134668)    (0.0725222,0.0540869)
(-0.00943482,-0.0362028)    (-0.077643,0.0953777)    (-0.16111,-0.0818738) (-0.00960279,-0.0456243)
   (0.128601,-0.0817334)    (0.064684,-0.0470771)     (0.0388769,-0.10355)    (-0.0757616,0.177743)
   (0.0434595,-0.178555)    (-0.224605,0.0751542)   (0.0748305,-0.0927879)     (-0.273946,0.176728)
  (0.0612902,-0.0225097)      (0.15079,-0.299058)      (-0.07412,-0.12054)     (0.0310454,0.458268)
   (-0.269676,-0.511167)      (0.398147,0.448974)   (-0.064587,-0.0531434)    (0.0679651,-0.308499)
 (0.00916393,-0.0739574)     (-0.139134,0.081594)     (-0.860393,0.234356)   (-0.243499,0.00301406)
     (0.545633,0.364689)     (0.231194,-0.089834)    (-0.0939142,0.150704)    (0.0582683,-0.516266)
     (0.116077,0.360711)     (0.0878213,0.610404)    (0.0492407,-0.162553)     (-0.466758,0.216634)
  (-0.0354504,0.0365881)   (0.0317181,-0.0706376) (0.0107946,-0.000553969)  (-0.0227627,-0.0145617)
  (0.0186701,0.00738845)    (0.0528497,0.0255309)  (0.0160356,-0.00355966)  (0.0292562,-0.00374267)
  (0.0703997,-0.0505139)   (-0.0391011,0.0977001)    (0.0358367,0.0195662)     (0.107072,0.0356168)
   (0.115213,-0.0895669)    (0.0668994,-0.108831)    (0.0819392,0.0139904)     (-0.104493,0.114085)
  (0.0511486,-0.0646296)    (-0.064116,0.0309971)    (0.0262172,-0.156102)    (0.0196355,-0.019893)
  (0.0332945,-0.0126419)   (0.0210399,-0.0664047)   (0.0343803,-0.0695781)   (-0.0997029,0.0252746)
(-0.00697134,-0.0458081)  (0.00775857,-0.0733648)   (-0.046525,0.00815217)  (-0.0265619,-0.0542243)
   (-0.0485966,0.030417)  (0.00934196,-0.0794361)   (-0.0463383,0.0150283)     (-0.10232,0.0114196)
 (0.0690318,-0.00492315)    (-0.107746,0.0540587)   (-0.0893014,0.0661313)      (0.115209,0.022458)
 (-0.0258816,-0.0310233)   (-0.025157,-0.0472422)   (-0.00641607,0.139531)    (-0.0267049,0.103691)
     (0.167333,0.037746)     (0.0613536,0.128953)   (0.0127898,-0.0236052)     (0.0822201,0.123975)
  (0.0196344,-0.0494317)  (-0.141732,-0.00941267)    (0.073752,-0.0264093)   (-0.225964,0.00187055)
(0.000752434,-0.0464255)     (0.128432,-0.197484)   (-0.0088836,-0.232348)     (-0.219414,0.309416)
   (-0.0669789,0.633578)      (0.331487,0.536492)     (-0.100445,0.010749)    (0.162263,-0.0870001)
    (0.105375,0.0490893)  (-0.085244,-0.00761382)    (-0.845781,-0.106779)    (-0.141516,-0.125746)
   (-0.180399,-0.569226)    (0.256537,-0.0186507)   (-0.0999502,0.0325141)     (0.327022,-0.529465)
    (0.249628,-0.386238)    (-0.0567053,0.571745)     (0.113858,-0.158205)    (-0.519548,0.0146432)
   (0.0261123,0.0369926)  (-0.0681687,-0.0933495)    (0.0374868,-0.103192)    (0.012617,-0.0703798)
   (0.045947,-0.0140373)    (0.0558463,0.0777581)      (0.0450865,0.02738)   (0.0651062,-0.0768302)
   (-0.110648,0.0366985)     (-0.10285,0.0507533)    (0.0198584,0.0552782) (-0.00918986,0.00540483)
  (-0.0699107,0.0213108)   (0.0699724,-0.0968261)    (0.0527882,0.0376943)     (-0.100403,0.121368)
 (-0.0660929,0.00249901)    (-0.097386,0.0225462)   (0.0732007,-0.0026663)   (-0.0507442,0.0128407)
   (0.106033,-0.0270989)   (0.124352,-0.00625467)    (0.0168434,0.0696473)   (-0.0650669,0.0457153)
   (0.0490616,0.0609532)  (-0.0187884,-0.0247571)     (-0.0126218,0.14818)   (-0.0441543,-0.100103)
 (-0.00701205,0.0366652)  (-0.0117242,-0.0393568)   (0.00105283,-0.177288)    (-0.079391,-0.097192)
  (0.0864137,-0.0187398)    (-0.231155,0.0303044)   (-0.0755786,0.0756929)    (0.162748,-0.0176913)
  (-0.0620583,0.0286849)    (0.0371827,-0.100264)    (-0.0823876,0.190699)     (-0.179993,0.136986)
 (-0.0667501,-0.0893239)    (-0.0141094,0.100098)   (0.0226841,-0.0189484)   (0.00124242,0.0520139)
   (0.0652635,0.0480513)  (-0.0472436,-0.0482833)     (0.106479,-0.144166)    (-0.129833,-0.134184)
   (0.0893482,0.0726586)     (0.230263,-0.189321)     (0.108653,-0.187622)      (-0.29108,0.109943)
     (-0.0750284,0.68886)       (0.202796,0.411467)  (-0.00779991,-0.0699251)      (0.107385,-0.378265)
    (-0.0148374,0.021589)       (-0.22141,0.077393)     (-0.858365,-0.134906)     (-0.179934,-0.123114)
    (0.0522639,-0.551786)       (0.371171,0.124054)     (-0.120175,0.0413288)      (0.378616,-0.485537)
     (0.0603291,-0.29338)      (-0.233768,0.559392)     (0.0881415,-0.234191)    (-0.441246,-0.0147058)
    (0.0113145,0.0170611)    (0.0437807,-0.0424024)   (0.00278036,-0.0550955)   (0.00651707,-0.0382177)
   (0.0152863,0.00428596)     (0.0646816,0.0289874)    (0.0331743,-0.0167933)    (0.0156394,-0.0976273)
   (-0.0689148,0.0418982)    (0.0216501,-0.0460089)      (0.0120818,-0.11775)     (0.0631179,0.0410791)
     (-0.14493,0.0379721)     (0.126723,-0.0261802)    (0.0430912,-0.0240272)      (-0.150141,0.004828)
   (-0.0213675,0.0140016)    (-0.0544467,0.0398356)       (0.00130555,0.1414)     (0.0211364,0.0638102)
     (0.163452,0.0136565)     (0.0628855,0.0081964)     (0.0312656,-0.125527)   (-0.0134423,0.00777366)
     (-0.10054,0.0225817)   (-0.0176012,-0.0361334)    (-0.044566,-0.0136594)  (0.000726838,0.00968718)
  (0.0997892,-0.00260006)    (0.0292328,-0.0588533)   (-0.0171289,-0.0334357)    (-0.0648277,-0.047309)
   (0.0899479,0.00564913)    (-0.257952,-0.0706854)     (-0.0764042,0.107063)     (0.136912,-0.0218159)
     (0.133914,0.0235783)   (-0.0146684,-0.0338951)      (-0.0531845,0.11371)    (-0.0407598,0.0546938)
   (-0.114195,-0.0481467)     (0.0373533,0.0380017)    (0.0204078,-0.0775573)    (-0.0122952,0.0708932)
     (0.035207,0.0353464)    (-0.140773,-0.0845502)      (0.0790366,0.109815)      (-0.167854,-0.18404)
(0.000441935,-0.00506757)     (0.260462,-0.0266937)     (0.0975063,-0.181123)      (-0.208785,0.195811)
     (-0.362941,0.652909)        (0.222707,0.39403)   (-0.0106797,-0.0208433)      (0.144312,-0.326322)
    (0.0127962,0.0371221)      (-0.144176,0.016439)     (-0.800522,-0.360925)    (-0.0912938,-0.108083)
     (0.345581,-0.464671)       (0.379589,0.253384)   (-0.0835405,-0.0201508)       (0.53462,-0.360616)
     (0.204009,-0.203721)      (-0.302263,0.473773)      (0.104549,-0.142523)     (-0.476212,-0.147061)
  (-0.0800774,-0.0294198)    (-0.036897,-0.0390339)     (0.0484975,-0.102009)    (0.0613999,-0.0226894)
     (0.0444961,0.017786)   (-0.00961927,0.0261808)    (0.018148,-0.00475548)    (0.0351592,-0.0801615)
   (0.00575852,0.0125566)   (0.0157048,-0.00549716)   (0.00142845,-0.0741648)    (0.0103448,0.00900928)
  (-0.127394,-0.00567437)      (0.141276,0.0369261)    (0.0465078,-0.0414092)     (-0.117648,0.0131526)
  (-0.0389867,-0.0172622)   (0.000104128,0.0240602)     (-0.0838971,0.209808)    (-0.0788033,0.0255011)
     (0.142222,0.0403663)      (0.099246,0.0221019)      (0.0687234,-0.15514)     (-0.055058,0.0382967)
  (-0.0492765,0.00906079)    (-0.103514,0.00662709)   (-0.0195736,-0.0137172)   (0.0263007,-0.00667954)
(-0.00283131,-0.00201808)   (-0.0761285,-0.0200137)      (0.107092,-0.163731)    (0.0375595,-0.0686089)
    (0.0847286,0.0158278)     (-0.303009,-0.161794)    (-0.0717889,0.0855936)     (0.158139,-0.0983616)
     (0.093873,0.0117866)   (-0.0541432,-0.0443644)    (-0.0520721,0.0348402)    (-0.0524274,0.0153451)
  (-0.0988966,-0.0462486)    (0.0344427,-0.0397474)    (0.0480652,-0.0896797)   (-0.0395089,-0.0276999)
      (0.10514,0.0320721)    (-0.0915021,-0.120485)      (0.0652459,0.087902)    (-0.0821936,-0.227415)
    (0.0788071,0.0198597)      (0.281781,0.0285767)    (0.0869218,-0.0751389)     (-0.261154,0.0674236)
    (-0.499482,0.505548)       (0.20844,0.367861)   (-0.0311707,0.0433916)     (0.185823,-0.272515)
    (0.0320244,0.034975)   (-0.0414498,-0.033749)    (-0.810244,-0.488005)  (-0.0879657,-0.0527909)
    (0.475494,-0.229878)      (0.323169,0.348477)  (-0.0839175,-0.0403879)     (0.580006,-0.152353)
    (0.217209,-0.124701)     (-0.345644,0.436677)   (0.0463488,-0.0267729)    (-0.492653,-0.257766)
 (-0.0315504,-0.0245976)  (-0.0266816,-0.0532418)   (0.0423965,-0.0863143)     (0.036223,0.0348706)
(-0.00560449,-0.0132512)  (-0.0437867,-0.0430446)     (0.015742,0.0223928)   (0.0530667,-0.0593415)
    (0.046499,0.0774521)    (-0.0047159,0.036602) (-0.00231346,-0.0323728)   (0.00125177,0.0338266)
   (-0.122775,-0.077295)      (0.20443,0.0105162)   (-0.0189387,0.0118873)    (-0.080151,0.0698704)
   (0.0381406,0.0187392)  (0.00656926,-0.0371219)    (-0.0670266,0.076931) (-0.0563484,-0.00394213)
     (0.167653,0.143606)    (0.0694675,0.0708232)     (0.021328,0.0501064)    (-0.072451,0.0942551)
 (0.00353291,0.00814568)  (-0.0389255,0.00182419)   (-0.0690162,0.0532296) (-0.00778443,6.5681e-05)
   (-0.12467,-0.0797678)   (-0.0395348,0.0668077)     (0.097448,-0.146985)   (0.0542962,-0.0275679)
  (0.0366778,-0.0161606)    (-0.311208,-0.202399)   (-0.0268119,0.0388728)    (0.228042,-0.0911517)
   (0.0730928,0.0297685) (-0.00276127,-0.0958625)   (0.0110032,-0.0947288)  (-0.00870707,0.0138613)
   (-0.10725,-0.0848248)     (0.050724,0.0145842)  (-0.00574334,-0.040304)  (-0.0248719,-0.0377391)
    (0.133432,0.0538253)   (-0.0309238,0.0361978)    (0.0997036,0.0250643)     (-0.09395,-0.147151)
(-0.0157044,-0.00199653)     (0.246421,-0.012886)  (0.0613192,-0.00528831)    (-0.244723,-0.128492)
     (-0.463584,0.545157)      (-0.203549,-0.38828)      (-0.101871,0.106597)      (0.164142,-0.144691)
      (0.120306,0.102232)    (-0.0149736,0.0275623)     (-0.798278,-0.470077)      (-0.123251,0.120221)
     (0.417194,-0.355342)     (-0.308205,-0.403471)    (-0.0157243,-0.120153)      (0.568183,-0.127501)
     (0.228816,-0.187468)      (0.222457,-0.432467)    (-0.0324526,0.0827338)     (-0.544859,-0.215781)
  (-0.0974818,-0.0740276)    (0.014398,-0.00636916)  (-0.00548922,-0.0489836)     (0.0275122,0.0269224)
  (-0.0137761,-0.0160031)    (0.0267579,-0.0317396)    (-0.0319689,0.0621686)     (0.036258,-0.0415327)
   (-0.0593126,-0.060748)    (0.0606314,-0.0175651)    (-0.0562169,0.0404179)     (0.0532534,0.0304839)
  (-0.0864998,-0.0420711)    (-0.202618,-0.0735204)    (0.0438226,-0.0297628)      (-0.109745,0.177589)
   (-0.0800105,-0.103458)    (-0.0316116,0.0287007)    (-0.0116567,-0.038597)   (-0.0282878,-0.0510217)
      (0.177601,0.111982)    (-0.109227,-0.0584547)     (0.0687754,0.0474594)     (-0.049966,0.0877692)
    (0.0319847,0.0736402) (-0.00134013,-0.00369729)   (-0.00730351,0.0135081)   (-0.00516892,-0.082116)
   (-0.097336,-0.0243101)     (0.097291,-0.0483148)     (0.0354555,-0.166342)    (0.0451703,-0.0300933)
   (0.0182269,-0.0126907)       (0.340692,0.147653) (-0.00518656,-0.00664097)      (0.217435,-0.177885)
    (0.0523738,-0.025773)    (0.00832563,0.0955197)     (-0.151317,0.0833757)    (0.0189051,-0.0623474)
   (-0.098738,-0.0453116)     (0.114888,-0.0741156)     (-0.0637766,0.065434)      (0.0537597,0.113053)
     (0.110768,0.0910679)    (0.0340001,-0.0125307)     (0.127276,-0.0354112)   (-0.0960675,-0.0562766)
    (0.0196997,0.0208663)      (-0.274716,0.067447)    (-0.0791793,0.0768738)     (-0.235313,-0.142286)
      (-0.418717,0.515402)       (-0.24937,-0.409942)        (0.198985,-0.20025)      (0.119812,-0.0875676)
       (0.168345,0.169844)       (-0.14146,0.0172388)        (0.749729,0.375382)     (-0.0972518,0.0906263)
      (0.373748,-0.398865)      (-0.297865,-0.279332)        (0.100627,0.149315)       (0.516234,-0.300589)
     (0.300202,-0.0348839)        (0.28004,-0.472296)       (0.0509718,-0.12685)      (-0.478964,-0.223002)
   (0.00927353,-0.0500785)     (-0.050236,-0.0589883)     (-0.0317032,0.0117469)       (0.0155944,0.038166)
     (0.0248366,0.0425728)    (0.0186721,-0.00391167)     (0.0012783,-0.0433604)      (0.0429636,0.0330111)
     (0.0515587,0.0524592)       (0.132232,0.0617779)      (0.104695,-0.0769673)     (0.0669448,-0.0503225)
(-0.000468289,-0.00387813)      (-0.250092,-0.101972)    (-0.0263804,-0.0171253)       (-0.149658,0.150343)
   (-0.0820167,-0.0791217)     (-0.0182579,0.0439039)     (0.0334517,-0.0131784)     (-0.0278876,-0.091118)
      (0.0688391,0.021985)     (-0.0497428,0.0324623)    (-0.0129526,-0.0700387)      (0.0362461,0.0618864)
       (0.117452,0.157848)      (-0.106142,0.0461529)     (-0.0608598,0.0485743)     (-0.0764326,-0.213483)
   (-0.0900741,-0.0136019)      (0.0674195,0.0248909)       (-0.0507746,0.12424)     (0.0422271,-0.0488294)
     (0.0920116,0.0473297)       (0.285938,0.0348782)   (-6.51497e-05,0.0171972)       (0.147815,-0.149123)
  (-0.00713394,-0.0896622)      (0.0743372,0.0249169)      (0.166021,-0.0397233)       (0.0453913,0.189833)
   (-0.0289316,-0.0447467)       (0.17624,-0.0883423)        (0.14954,-0.190009)       (0.130506,0.0945644)
      (0.088553,0.0374744)     (0.0268086,0.00637151)      (-0.125737,0.0568078)     (-0.102304,-0.0518044)
     (0.0315157,0.0647245)       (-0.122433,0.111875)    (0.0887245,-0.00596468)       (-0.179598,-0.21047)
     (-0.165358,0.653001)     (-0.598736,-0.244331) (-0.0188555,-0.000130505)    (-0.0744276,-0.114035)
    (0.0158925,-0.062695)    (-0.016892,-0.0604928)      (0.849805,0.0138716)     (0.00488695,0.197655)
     (0.186923,-0.416082)    (-0.329277,-0.0183855)      (0.165474,0.0980416)        (0.22755,-0.59895)
    (0.467188,-0.0232868)      (0.111177,-0.547996)    (0.00437884,-0.177321)     (-0.481966,0.0440424)
   (-0.0133072,0.0464865)    (0.00890935,0.0199178)    (0.0083355,-0.0166691)     (0.0413894,0.0947366)
  (0.00618782,-0.0283589)   (-0.0384437,-0.0727263)   (-0.0270828,-0.0483571)     (0.035357,-0.0350516)
   (0.0965311,0.00694625) (0.00687269,-0.000610334)    (0.00817917,-0.158434)    (0.0786464,-0.0453878)
    (0.0371243,0.0506129)    (-0.175908,-0.0249895)     (0.0458501,0.0270128)    (-0.0426421,0.0645354)
   (-0.0773938,0.0442352)    (0.0148721,-0.0281693)   (0.023511,-0.000197182)       (0.10687,0.0505911)
   (-0.037053,0.00157976)     (0.025069,-0.0575797)     (-0.0343854,0.262436)     (0.0126327,0.0712806)
    (0.0118982,0.0496256)   (0.0340568,-0.00212526)      (0.0426716,0.214354)     (-0.157485,-0.181109)
     (-0.113478,-0.10921)     (-0.11413,-0.0568218)     (-0.0749729,0.192452)      (0.0102158,0.145089)
     (0.180043,0.0556621)      (0.189384,0.0259536)   (-0.00908388,0.0724865)     (0.085556,-0.0901174)
     (-0.15359,-0.103402)    (0.0158369,-0.0661466)      (0.0517214,0.048636)      (0.108196,0.0909107)
    (-0.155371,0.0263342)    (0.089685,-0.00575798)   (-0.0037843,-0.0385283)    (-0.0543433,-0.104251)
   (-0.181971,-0.0567842)  (-0.0861834,-0.00441715)    (0.00246337,0.0945726)    (-0.259214,-0.0904181)
   (0.0252273,-0.0717313)      (-0.264437,0.133779)   (-0.0103352,-0.0500385)    (-0.235196,-0.0392727)
    (-0.566042,-0.282547)      (0.265627,-0.439295)     (0.0400424,0.0180199)     (-0.180769,0.0888327)
   (0.0516573,-0.0460796)     (0.0063403,0.0463556)      (0.116149,-0.840416)       (0.222058,0.103992)
      (0.182517,0.332034)     (0.00250724,-0.23427)     (0.0394173,-0.105864)     (-0.494057,-0.358499)
      (-0.166211,0.39167)       (0.375569,0.329103)     (-0.103295,0.0196466)     (-0.0853959,0.422977)
 (-0.00324587,-0.0340015) (-0.0397556,-0.000745558)   (-0.0221723,-0.0567897)    (0.0617185,-0.0362544)
     (0.082182,0.0862694)     (0.0572224,0.0448287)      (0.0176072,0.016751) (-0.000377297,-0.0202703)
     (0.0271335,0.121148)   (-0.0167624,-0.0227012)   (-0.0741845,-0.0307403)    (-0.0477766,0.0259733)
   (-0.0688701,0.0346675)     (0.101962,-0.0545539)    (0.0534828,0.00967424)     (-0.058679,0.0902091)
   (-0.0198675,0.0587566)   (-0.0477874,-0.0477738)  (-0.0109036,-0.00268768)      (0.10082,-0.0455702)
 (-0.0322503,-0.00949843)    (-0.0187519,-0.023443)      (0.238308,0.0669437)    (0.0343707,0.00763065)
   (0.00530872,-0.111246)       (0.178822,0.188888)       (0.21973,0.0466123)     (-0.102253,-0.117805)
     (0.039882,0.0315478)    (0.0623532,-0.0714572)     (0.0995003,0.0776525)    (0.0965217,-0.0150432)
     (-0.137258,0.123214)    (-0.153335,-0.0487059)     (0.0207707,0.0450425)   (-0.0150418,-0.0121725)
   (0.0986647,-0.0226362)      (0.119678,0.0872804)      (0.306499,0.0259424)     (0.0999149,-0.150709)
  (-0.0124539,-0.0283269)    (-0.205936,-0.0358307)   (0.0490983,-0.00640022)      (-0.159956,0.231623)
     (0.257944,-0.135022)    (0.0773046,-0.0174157)    (-0.0907748,-0.012481)      (-0.289032,0.231977)
      (0.271152,0.100888)      (0.206407,-0.431824)    (-0.0635385,0.0318482)      (0.0317506,0.149649)
    (-0.209882,-0.51681)     (-0.711102,0.208954)  (-0.0470589,-0.0406435)    (0.0461117,0.0462767)
 (0.0353421,-0.00946657)    (0.025182,-0.0594181)     (-0.502927,0.717456)       (0.14371,0.161402)
    (0.0422291,0.325838)    (-0.120358,0.0675205)     (-0.128977,0.077114)     (-0.139819,-0.74176)
