(1,0) (0,0) (0,0) (0,0)
   (0.0168526,0.0827087)     (0.107621,0.0775306)  (-0.0338332,-0.0595056)   (0.0452239,-0.0597466)
 (-0.0414207,-0.0386158)  (0.00401982,-0.0357054)     (0.031005,0.0231856)  (-0.0523053,-0.0327886)
  (0.0469901,-0.0290356)   (-0.0111867,0.0248822)     (0.079813,0.0686813)     (0.025772,0.0542884)
  (0.0424209,0.00351238)   (0.00219148,0.0251025)    (0.0864443,0.0119986)    (0.0220796,0.0229846)
     (0.108244,0.093124)     (0.0611709,0.086333)  (-0.0594845,-0.0481126)  (-0.0184401,-0.0628384)
  (0.0779836,-0.0273638)  (-0.0948315,-0.0170055)    (0.0752373,0.0122433)   (0.0204481,0.00112989)
  (-0.107971,-0.0322854)   (-0.0776692,-0.038758)   (-0.0902675,0.0411874)     (0.165177,0.0368774)
 (-0.0257522,-0.0217414)   (0.0411103,-0.0448311)    (0.0267208,0.0410033)     (0.0899585,0.106206)
   (0.0238555,0.0639614)  (-0.0010336,-0.0377995)   (0.0890052,-0.0233542)  (-0.0167306,-0.0555874)
   (0.017212,-0.0790326)   (-0.0704054,0.0147314)   (-0.0860809,0.0108787)   (-0.0200004,0.0292551)
    (0.0295993,0.015453)   (-0.0130568,0.0437285)   (-0.0747363,-0.020298)    (0.0376543,0.0254668)
  (-0.136351,-0.0130772)     (0.192668,0.0187553)     (0.172037,0.0485948)      (0.129595,0.202931)
  (-0.208337,-0.0915619) (-0.00766103,-0.0828036)    (0.0368361,0.0597276)       (0.27068,0.130711)
     (-0.067617,0.848828)    (-0.285346,-0.0149049)     (0.00117812,-0.25361)    (-0.177053,-0.0383549)
     (-0.35647,-0.090252)      (-0.175441,0.723541)    (-0.398904,-0.0563949)     (0.0144258,0.0929858)
   (0.00480778,-0.018606)      (0.477773,-0.038289)    (-0.0126945,-0.783268)    (-0.0161735,0.0292252)
    (-0.141516,0.0369392)     (0.0327474,-0.102455)     (0.0842794,0.0682032)       (-0.444502,0.80865)
    (0.0400094,0.0474749)     (0.0785103,0.0478095)     (0.0966658,0.0720809)    (-0.024666,-0.0602686)
   (0.0172258,0.00676288)   (-0.0217981,-0.0110499)    (0.0278433,0.00663606)     (0.0144384,0.0123333)
   (0.0486464,-0.0167734)     (0.0278048,0.0118297)    (-0.088455,0.00250626)   (-0.0906367,-0.0245112)
(0.00823328,-0.000256594)    (0.00703845,0.0167112)    (-0.0184609,0.0207701) (-2.52339e-05,-0.0427177)
     (0.196394,0.0386334)      (0.0415813,0.113714)    (0.0951004,0.00778717)   (-0.0766882,-0.0475083)
  (-0.0231231,-0.0347891)   (-0.0442444,-0.0746195)    (-0.0847421,0.0345376)   (-0.0280871,-0.0210425)
  (-0.0471431,-0.0483337)    (-0.0869266,0.0172404)    (0.0866298,-0.0626121)    (0.0616697,-0.0130125)
   (-0.0861811,0.0220706)    (0.0766485,-0.0202553)  (-0.0527008,-0.00981672)       (0.120704,0.125664)
    (0.0324669,0.0362089)  (-0.00256444,-0.0191105)     (-0.0807063,0.033203)   (-0.0407838,-0.0250862)
  (-0.0902198,-0.0462651)     (-0.104869,0.0219992)    (0.0835973,-0.0643328)     (0.0186615,0.0355779)
   (0.0691386,0.00963507)     (0.0375204,0.0970246)      (0.128513,0.0385421)     (0.0501468,0.0526141)
    (-0.154063,0.0631452)       (0.21743,-0.024296)     (-0.216205,0.0807349)     (0.0384796,0.0327081)
  (-0.0978539,-0.0439666)   (-0.0415453,-0.0623015)     (0.0425283,0.0198945)      (0.182759,0.0403434)
    (-0.256139,0.764163)    (-0.428629,-0.245247)      (-0.062871,0.38602)  (-0.0403234,-0.0412239)
   (-0.509541,-0.259149)     (-0.316139,0.476269)      (0.325278,0.146831)  (-0.00317242,0.0765575)
   (0.0696688,0.0116539)       (0.486242,0.19929)      (-0.194939,0.72904)   (0.00968951,0.0794176)
  (-0.0429138,0.0132592)     (0.026381,-0.050115)   (0.0459516,-0.0644149)     (-0.636014,0.671458)
 (-0.0164831,-0.0284774) (0.000598117,-0.0126919) (-0.0322187,-0.00200735)   (0.0128348,-0.0608992)
  (0.017094,-0.00480693)   (-0.0464616,0.0269182)   (-0.115574,-0.0251508)  (-0.0355633,-0.0335809)
   (-0.011065,-0.034145)  (-0.00781134,0.0336736)   (-0.0418885,0.0197145)   (-0.101703,-0.0879443)
 (-0.0314137,-0.0108625)   (-0.0192461,0.0383821)  (-0.0455454,-0.0251185)   (-0.0196082,-0.118968)
    (0.140944,0.0765889)    (-0.0168349,0.200024)   (-0.185201,-0.0580411)   (-0.011052,0.00453254)
  (0.0396904,-0.0970265)    (-0.109903,-0.146464)  (0.000670936,0.0475295)   (0.00193064,0.0569389)
   (-0.04971,-0.0720392)   (-0.109965,-0.0401938)    (-0.0250229,0.048209)  (-0.0176321,-0.0244222)
 (-0.0145779,-0.0566805)  (-0.0704868,-0.0551943)   (-0.0863561,0.0549574)      (0.128192,0.211128)
 (-0.0624541,-0.0305574)  (0.00391216,0.00144534)  (0.0401646,-0.00268027)    (-0.122305,-0.108532)
 (0.00919174,-0.0156842)   (0.00989378,0.0368886)    (0.00107178,0.036796)  (-0.0760346,0.00880478)
  (0.0150577,-0.0214819)   (-0.0103264,0.0843588)   (-0.153963,-0.0674597)    (0.0343626,0.0279177)
   (-0.163308,0.0747099)      (0.263824,0.106529)    (0.231976,-0.0935297)   (0.0141801,-0.0442498)
     (0.0403632,0.04903)  (0.00336411,-0.0234362)   (0.0273847,-0.0516799)     (0.155365,0.0683307)
     (-0.146552,-0.819514)      (-0.252155,-0.098026)       (-0.17851,-0.234242)        (0.224621,0.105935)
      (0.330966,0.0935772)       (-0.194893,0.718049)     (-0.384804,-0.0495909)     (0.00477564,0.0499527)
      (-0.177457,0.106205)      (0.469863,-0.0186396)      (-0.202971,-0.749912)     (-0.221694,-0.0323428)
     (-0.26421,-0.0289773)      (-0.0137732,0.150924)        (0.130885,0.111874)       (-0.343988,0.807662)
   (0.0599187,-0.00104421)    (-0.00188134,0.0194497)     (-0.0274448,-0.011308)     (-0.0630946,-0.054265)
   (-0.0583257,0.00848624)     (-0.0150643,0.0433276)     (0.0465441,-0.0273213)     (-0.0329705,0.0226415)
    (0.0224483,-0.0201203)   (0.000483115,-0.0407892)     (-0.0744957,0.0417771)    (-0.0855838,-0.0283864)
  (-0.0965296,-0.00947523)     (-0.0111149,0.0468923)     (-0.0333844,0.0216101)   (-0.00553127,-0.0886611)
   (-0.0244698,-0.0392258)       (0.055165,0.0735653)       (0.102891,0.0163542)    (0.0146252,-0.00745129)
    (0.0684081,-0.0260533) (-0.00258062,-0.000641051)     (0.00333427,0.0167637)    (0.0449107,-0.00102899)
     (0.150114,0.00849071)      (-0.100609,0.0287729)       (0.10898,-0.0766284)     (-0.040241,-0.0239413)
      (0.0166556,0.102261)      (-0.21584,-0.0638314)      (0.0387331,-0.140599)      (0.0331706,0.0498504)
   (-0.0324555,0.00326481)     (0.00538645,0.0885049)    (0.0921048,-0.00673878)     (-0.113095,-0.0133782)
     (0.0764209,0.0291878)     (-0.0773753,0.0264355)     (0.0997362,-0.0834376)       (0.005306,0.0556551)
   (-0.079808,0.000381395)      (0.0031597,0.0136907)      (0.0206745,0.0569815)      (-0.156533,-0.042519)
  (-0.00108757,-0.0278569)       (0.177988,0.0701746)      (-0.170521,0.0735877)       (0.103577,0.0457932)
  (-0.0454933,-0.00391751)     (-0.0104404,0.0337745)     (-0.0485616,0.0269039)      (0.164608,0.00506435)
    (-0.124294,-0.879842)      (-0.124476,0.165639)     (0.0698071,-0.341516)      (0.274353,0.0379499)
     (0.249145,0.0441546)      (-0.189596,0.696314)  (-0.431426,-0.000433349)    (0.00581465,0.0419862)
      (0.16426,0.0478039)       (0.47585,-0.227305)     (-0.165732,-0.606018)     (-0.165577,0.0880465)
    (-0.311215,0.0396968)      (0.0114261,0.101756)     (0.0861875,0.0585245)       (-0.250032,0.88647)
     (0.024232,0.0167691)     (0.0276011,-0.021305)   (-0.0204638,-0.0147605)     (0.0450885,0.0138205)
   (-0.0389605,0.0435796)     (0.0160802,0.0936761)      (0.176871,-0.056872)      (0.139356,0.0338382)
    (0.0410677,0.0119585)   (-0.00932428,0.0264175)   (-0.0288313,-0.0366275)   (-0.0981534,-0.0464271)
    (0.0176799,0.0280242)      (0.026508,0.0155655)      (0.028556,0.0344634)    (0.0657766,-0.0474696)
   (-0.0641023,0.0575221) (-0.0752452,-7.94612e-05)    (-0.0542599,-0.127515)     (0.0215473,0.0256782)
   (0.0427673,-0.0346422)    (0.00197684,-0.166317)       (-0.13548,0.111776)      (0.104726,0.0577426)
   (0.0556925,-0.0111314)    (-0.0140742,0.0834828)    (0.0734891,-0.0377785)   (-0.0518332,-0.0621691)
    (-0.0247005,0.076014)    (-0.231852,-0.0486502)     (0.0399332,-0.166203)  (-0.074231,-0.000761053)
    (0.0456649,0.0356351)     (0.0175195,0.0709471)    (0.0262452,-0.0716091)     (-0.0674516,0.015979)
   (-0.0457127,0.0230079)    (-0.0468992,0.0662867)    (0.0423968,-0.0608068)   (-0.0578243,-0.0354007)
  (0.00175272,0.00421967)     (0.0774675,0.0965044)    (0.156307,-0.00928872)     (0.0201614,0.0150414)
      (0.162555,-0.14834)      (0.146877,-0.110307)      (-0.223013,0.253321)     (0.0133034,0.0284413)
   (-0.153076,-0.0103217)    (-0.0283209,0.0289086)      (-0.12877,0.0417972)     (0.132107,-0.0219274)
   (-0.468088,-0.758216)    (-0.280022,0.0618036)  (-0.132154,9.20904e-05)    (-0.188174,0.0636376)
    (-0.204317,0.196336)   (-0.0858564,-0.741795)  (-0.399692,-0.00538427)   (-0.0750056,0.0596128)
    (0.0211549,0.116385)     (-0.226152,0.336189)     (-0.51614,-0.552948)      (0.07891,-0.162173)
    (-0.180077,0.126654)  (-0.0986618,-0.0261337)     (0.118828,0.0271894)    (-0.142504,-0.862792)
 (-0.0348656,0.00677176)   (-0.0452961,0.0227928)   (0.0159892,0.00388592)    (-0.105392,0.0201436)
 (-0.0384912,0.00983961)  (-0.0818632,-0.0231036)   (0.0819748,-0.0447796)     (0.117909,0.0174083)
  (-0.0185566,0.0260199) (-0.0535934,-2.6886e-05)    (0.0207888,0.0773651)   (0.0730359,0.00580293)
(-0.00789443,0.00800245)   (-0.0824835,0.0135401)    (0.0309787,0.0233147)    (0.0271585,0.0639362)
  (0.0842455,-0.0692437)    (0.0736857,0.0911473)     (-0.230522,0.251426)   (0.0736273,-0.0848665)
   (0.064731,-0.0422465)     (-0.225088,0.108639)     (0.0281965,0.184433)    (-0.0394263,0.021182)
  (-0.0113512,0.0061944)     (-0.13912,-0.030611)     (0.0276071,0.020966)    (0.0750038,0.0193936)
  (0.0813178,-0.0791791)    (0.149534,-0.0199225)   (-0.0917404,0.0339972)    (0.268929,-0.0734467)
   (0.021413,-0.0305998)  (-0.0917652,0.00479789)   (-0.0305168,-0.012049)   (0.109503,-0.00704507)
  (0.0197698,0.00961399)   (0.0889786,-0.0827725)    (0.0961375,-0.133902)   (-0.0179408,0.0305975)
(-0.0154492,-0.00667385)    (-0.119923,0.0328855)    (0.0843809,0.0563042) (-0.0170761,-0.00259553)
   (-0.080585,-0.039885)    (0.0338446,0.0594892)   (-0.0804102,0.0986617) (0.0665189,-0.000828226)
   (-0.123152,0.0541421) (-0.00418774,-0.0570648)   (-0.0265766,0.0379475) (-0.000519618,0.0428577)
   (-0.144156,-0.791601)   (-0.284004,-0.0143345)     (0.203838,-0.191895)  (-0.224297,-0.00654842)
    (-0.104207,0.257248)     (-0.169291,-0.76945)   (-0.303217,-0.0891903)    (-0.100552,0.0987068)
      (0.24011,0.131389)     (-0.178423,0.155841)    (-0.243726,-0.753458)    (0.0996619,-0.190916)
   (-0.276212,0.0592749)   (-0.179138,-0.0195268)   (-0.0151237,0.0615192)     (0.107071,-0.846824)
 (-0.016519,-0.00817266) (-0.00633526,-0.0481334)   (0.0473673,-0.0147727)   (-0.195992,-0.0102102)
   (-0.021497,0.0540107)  (-0.0176869,-0.0315889)    (0.166816,-0.0156076)  (-0.0114162,-0.0108841)
 (-0.0778275,-0.0024373)  (0.0721039,-0.00621042)   (0.0063745,-0.0276772)    (0.112001,0.00744482)
    (0.0332007,0.053047)    (-0.0686197,-0.01114)   (0.0788962,0.00121842)    (0.0138922,0.0278611)
   (0.102258,-0.0819825)     (0.11855,-0.0143243)     (-0.122005,0.147809)   (0.0352549,-0.0749591)
   (-0.177545,0.0143782)     (-0.209461,0.225902)     (-0.123731,0.127824)    (0.0628037,0.0663495)
    (-0.12787,0.0164622)   (-0.187907,0.00425251)     (-0.0363815,0.07565)    (0.0812687,0.0956769)
   (0.084772,-0.0947878)     (0.16835,-0.0449723) (-0.0320772,-0.00862935)    (0.231084,-0.0914308)
   (0.0527045,0.0539428)  (-0.0674161,-0.0263912)    (0.138679,-0.0649616)   (0.0370353,0.00603426)
  (-0.123423,0.00615239) (-0.0153918,-0.00396671)   (-0.0160394,0.0201959)    (0.0202847,0.0462693)
  (-0.0497027,0.0686664)   (-0.0999209,0.0346592)      (0.192175,0.014196) (-0.0488341,-0.00501195)
   (0.062959,-0.0724174)   (0.0022561,-0.0131467)   (-0.0393711,0.0812105)       (0.165416,-0.0319)
  (-0.228058,-0.0409785) (-0.00894165,-0.0333095)   (-0.0912515,0.0934268)     (0.095138,0.0224656)
     (-0.0674259,0.79246)       (0.347467,0.157393)      (0.140174,-0.125371)      (0.297657,0.0479862)
     (0.277193,-0.125447)      (-0.204505,0.736153)     (-0.215874,-0.233123)     (0.193811,-0.0441368)
     (-0.160408,-0.22768)      (0.209883,-0.147348)    (-0.0281457,-0.808762)      (-0.104898,0.119761)
   (0.309562,-0.00142912)       (0.20319,0.0265326)    (-0.0789983,0.0624447)      (-0.184881,0.834866)
    (0.0747232,0.0226988)    (-0.050937,0.00132756)    (0.0385522,-0.0245157)     (0.0468243,0.0215351)
  (-0.0436529,-0.0107444)    (-0.0149925,0.0607622)      (0.139025,0.0317944)   (-0.110458,-0.00990888)
    (-0.0370437,0.035571)    (-0.0545684,0.0550329) (-0.00381265,-0.00219056)   (-0.0978699,-0.0206631)
  (-0.0154447,-0.0548686)      (0.040721,0.0182895)     (0.0263134,0.0162367)    (0.0140154,-0.0313275)
   (-0.0746175,0.0239153)   (-0.00578999,0.0103179)     (-0.137912,0.0450687)   (-0.0881333,-0.0273647)
(-0.000558488,-0.0237274)      (0.24197,-0.0439199)      (-0.179056,0.121101)    (-0.0659684,-0.066214)
   (0.00242973,0.0316236)     (0.0735689,0.0586287)   (-0.0199314,-0.0078601)    (-0.086814,-0.0669747)
   (-0.0715587,0.0642042)     (-0.17294,-0.0680368)   (-0.0850215,-0.0644761)     (-0.169425,0.0369492)
  (-0.0380113,-0.0612716)      (0.117456,0.0412411)     (0.147426,-0.0347141)   (-0.00839005,0.0241223)
    (0.0468852,0.0084963)  (-0.000732721,0.0350297)     (0.0480953,0.0501726)   (-0.0257984,-0.0460513)
  (-0.0779934,-0.0552997)      (0.158491,0.0439176)     (0.0579288,0.0909674)     (0.0475885,0.0299015)
     (0.116695,0.0302911)  (8.85776e-05,-0.0190018)     (0.0557274,0.0268866)   (-0.0708302,-0.0134266)
     (0.174783,0.0939958)  (-0.00913411,-0.0162221)      (-0.205965,0.099913)   (-0.0987714,-0.0776225)
  (-0.0891489,-0.671433)   (-0.703022,-0.0479446)  (-0.0227493,-0.0768938)  (-0.00924378,0.0670165)
    (-0.593989,0.205069)  (0.000821837,-0.445897)    (-0.235603,-0.144559)     (-0.094007,0.132681)
      (0.200421,0.16536)     (-0.103007,0.237309)    (-0.0779423,-0.77427)    (-0.0440687,-0.14122)
  (-0.056937,-0.0196433)  (-0.106641,-0.00284067)    (-0.114606,0.0826155)   (-0.0924067,-0.818346)
  (-0.0599396,0.0269286)   (-0.0327409,0.0214101)  (-0.0192593,-0.0211331)    (0.0383368,0.0599478)
 (-0.00531274,0.0302075)  (-0.0330287,-0.0373293)   (0.0406909,-0.0267128)    (0.117791,-0.0274932)
  (0.00142963,0.0507062)   (-0.0125561,0.0258011)   (0.0503846,0.00649402)     (0.125242,0.0105522)
  (-0.0246287,0.0034503)    (0.0132286,0.0575338)   (-0.0136359,0.0490533)   (0.00318028,0.0410594)
  (0.0944889,-0.0869341)     (0.100895,0.0724291)     (-0.295629,0.096153)   (0.00995339,0.0315928)
   (0.00841425,0.157183)     (-0.346776,0.103842)     (-0.197546,0.196964)    (0.0229075,0.0514465)
  (-0.0371682,0.0457258)    (-0.141429,0.0230824)    (0.0387266,0.0549956)   (-0.0634657,0.0379314)
 (-0.0299482,-0.0226449)    (0.0614023,0.0335762)   (-0.153755,-0.0255926)    (0.370316,-0.0785831)
    (0.114406,0.0100077)  (-0.0746237,-0.0059709)   (-0.021307,-0.0242224)  (-0.0139233,-0.0271322)
(0.0264781,-7.93014e-05)   (0.0662752,-0.0880112)   (0.0355551,-0.0551444)    (0.0861946,0.0327269)
    (0.109829,0.0441129)  (-0.134881,-0.00221084)    (0.0551178,0.0658129)    (-0.137142,0.0220438)
  (-0.219162,-0.0523857)    (0.100079,-0.0345891)     (0.211944,-0.037093)    (0.0760872,-0.143646)
 (-0.0110183,-0.0476057)    (0.0356067,-0.133117)    (-0.152709,0.0617058)      (0.193845,0.032392)
   (-0.355361,-0.63142)    (-0.485515,0.238171)  (-0.179002,-0.0102102)     (0.14949,0.0389982)
   (-0.366867,0.380262)   (-0.229452,-0.484413)    (-0.364346,0.049471)    (-0.103464,0.183467)
    (0.178827,0.184112)   (-0.0650259,0.410997)   (-0.330007,-0.683749)  (-0.025743,-0.0330341)
 (0.0770417,-0.0808584)  (-0.206173,-0.0599638)   (-0.0807158,0.147493)   (-0.402166,-0.760398)
 (-0.0317316,0.0645599)  (-0.0167768,0.0383267)    (0.10436,-0.0293232) (-0.0379353,-0.0200398)
(-0.00431732,0.0520986) (-0.0468737,-0.0509016)  (0.0269942,-0.0617303)  (0.0511139,-0.0350677)
  (0.0633296,0.0471085)  (-0.0082585,0.0336982)  (-0.0158866,0.0314973)   (0.0764893,0.0180532)
(-0.0210933,-0.0182222)  (0.0169227,-0.0146746)   (0.0687981,0.0499509)  (-0.0535591,0.0438936)
  (0.0311625,0.0518745)     (0.0670139,0.11344)    (-0.106924,0.149652)   (0.0887958,-0.025305)
  (-0.0199202,0.116472)    (-0.172556,0.220086)   (-0.0153537,0.228165)  (0.141624,0.000525492)
  (0.0378005,0.0380363)   (-0.080801,0.0238211)     (0.114351,0.067699) (0.0137858,-0.00572529)
(0.0488559,-0.00658979)  (-0.0443924,0.0578858)    (-0.103802,0.126097)  (0.0920848,-0.0667377)
