1.0000000e+00      0.0000000000e+00 
1.0057062e+00      -6.2266103206e-02 
1.0096151e+00      -4.6491595928e-02 
1.0051812e+00      -9.0284910704e-02 
1.0018834e+00      -4.4547725922e-02 
9.9020942e-01      -6.7569595453e-02 
9.8214734e-01      -2.7950275216e-02 
1.0022335e+00      -3.9002101242e-02 
1.0109573e+00      -4.0550322761e-02 
9.9770098e-01      -1.2228297822e-02 
1.0160834e+00      -4.5901889764e-02 
1.0000265e+00      -3.7466552771e-02 
1.0021530e+00      -3.4502486415e-02 
1.0069261e+00      -1.3204901136e-01 
1.0216512e+00      -5.5581801404e-02 
9.7669074e-01      -2.5341073430e-02 
9.9808423e-01      -4.8144074132e-02 
1.0085284e+00      -2.6311775673e-03 
9.9939666e-01      -3.8116761293e-02 
1.0020280e+00      -4.2980572281e-02 
1.0167959e+00      -1.3371251369e-01 
1.0150602e+00      -2.5352055499e-01 
1.0103030e+00      -3.1443166863e-02 
1.0236669e+00      -8.4167621317e-02 
1.0232140e+00      -2.3446329312e-01 
1.0073935e+00      -2.6429649433e-02 
9.7307863e-01      -2.5396744428e-02 
9.9360029e-01      -5.4259893090e-02 
9.7240772e-01      -1.0925255984e-02 
9.7737798e-01      -6.2394729032e-02 
1.0159092e+00      -5.4602486140e-02 
1.0143882e+00      -8.2498986827e-02 
1.0095137e+00      -7.4123546528e-02 
1.0125839e+00      -4.5674766531e-02 
9.9861674e-01      -5.8170225801e-02 
1.0026496e+00      -3.5716609385e-02 
9.8017656e-01      -3.3283115103e-02 
9.7558051e-01      -6.3507423956e-03 
9.7505193e-01      -1.8489983195e-02 
1.0091158e+00      -3.5787477553e-02 
1.0118215e+00      -8.9122231231e-03 
1.0102355e+00      -2.8098775038e-02 
9.8032899e-01      -4.0794370148e-02 
1.0033924e+00      -1.5827991009e-02 
1.0003387e+00      1.7421847937e-03 
9.8944864e-01      -4.0730780110e-02 
9.8219835e-01      -1.0766943153e-01 
9.8155423e-01      -3.3419144203e-02 
9.8664269e-01      -1.6096026039e-02 
1.0083396e+00      -3.2025661659e-04 
9.9483518e-01      4.5978618037e-03 
1.0077931e+00      -1.9411295330e-02 
1.0015096e+00      -1.7225931412e-02 
9.9498589e-01      -1.8094874891e-02 
9.9610102e-01      -2.1824693312e-03 
9.9543907e-01      -1.8761588057e-02 
9.9278413e-01      -1.6234999327e-02 
9.9510638e-01      -4.6781006871e-02 
1.0044841e+00      -1.5614478178e-02 
9.9901263e-01      -3.1576216702e-02 
1.0168577e+00      -8.8204662465e-02 
1.0288197e+00      -6.4302353194e-02 
1.0145113e+00      -2.1571055180e-02 
9.8394294e-01      -4.5652034944e-02 
1.0033314e+00      -8.5851907653e-02 
1.0048695e+00      2.2198653931e-02 
9.6696874e-01      -5.4884432691e-03 
1.0137732e+00      -1.7432214043e-02 
9.9172698e-01      -3.0050851494e-02 
1.0302061e+00      -5.9727683580e-02 
9.9241148e-01      -2.8648011837e-02 
1.0028458e+00      -5.2105525636e-02 
9.9650184e-01      -7.4265262430e-02 
1.0067767e+00      -4.8279626120e-02 
1.0013078e+00      -1.0117698783e-01 
9.9453130e-01      -4.3271060437e-02 
9.8095002e-01      -1.4725910725e-01 
1.0032500e+00      -1.8772824516e-02 
9.9627109e-01      -3.0431337886e-03 
1.0371261e+00      -9.6394155667e-02 
1.0041057e+00      -5.9151796314e-02 
9.9618917e-01      -1.0285910994e-02 
1.0090269e+00      -1.6078590813e-03 
1.0307964e+00      -7.9977682582e-02 
1.0362143e+00      -1.1080017625e-01 
9.8965910e-01      -9.5958325408e-02 
1.0418635e+00      -2.1249888390e-01 
1.0231950e+00      -1.1566589246e-01 
9.8436338e-01      -5.3408292975e-02 
1.0023037e+00      -1.3068962640e-01 
9.9825579e-01      -6.4075001790e-02 
1.0010332e+00      -6.7046438322e-02 
9.9738193e-01      -7.7348321230e-02 
9.9869206e-01      -5.3328733312e-02 
1.0088275e+00      -9.9915295837e-02 
9.9562648e-01      -3.4341891084e-02 
1.0021401e+00      -1.7002790870e-02 
9.8748700e-01      -4.1730548843e-02 
9.8456842e-01      -2.3584259931e-02 
9.8222330e-01      -2.7906243150e-02 
9.9703444e-01      -7.5556099772e-02 
9.8326372e-01      -3.0530770046e-02 
9.8037833e-01      -6.5343412035e-02 
9.9829414e-01      -6.0953674092e-03 
9.8784491e-01      -2.9416157482e-02 
9.8547438e-01      -4.0248131958e-02 
9.8550778e-01      -6.7307635662e-03 
9.6961722e-01      -1.1146895492e-02 
9.8786430e-01      -7.0049644154e-03 
9.9305251e-01      1.5656944233e-03 
1.0098764e+00      -6.0638366762e-02 
9.8591268e-01      -7.6654825084e-02 
9.8676337e-01      -1.7937545172e-02 
1.0034643e+00      -6.6342021654e-02 
9.8486482e-01      -5.5727260242e-02 
9.8781372e-01      -6.2431885570e-02 
1.0161587e+00      -4.9296132437e-02 
1.0048272e+00      -3.7170058498e-02 
9.8961534e-01      -5.2321753013e-02 
1.0162031e+00      -5.6023835473e-02 
1.0214923e+00      -9.0001074658e-02 
1.0126231e+00      -5.8012704749e-02 
9.9554032e-01      -7.1353814002e-02 
9.9071665e-01      -7.3440427281e-02 
9.8879344e-01      -2.5568057640e-03 
1.0041781e+00      -2.3389295484e-02 
1.0062504e+00      -2.3262546134e-01 
1.0221921e+00      -5.5538463944e-02 
9.8805504e-01      -5.0202850271e-02 
9.8197911e-01      -2.1051570944e-02 
9.7500943e-01      -2.5173074674e-02 
9.8786141e-01      -8.2595011338e-02 
1.0001258e+00      -5.3337992885e-02 
1.0210602e+00      -1.0978386273e-01 
1.0008814e+00      -4.5272318363e-02 
9.9312454e-01      -1.0489022531e-01 
9.8317195e-01      -1.6505033784e-02 
9.9275521e-01      -6.5686393562e-02 
1.0014444e+00      -2.1623198805e-01 
1.0053028e+00      -8.6866468134e-02 
9.7607071e-01      -3.6652393515e-02 
1.0025010e+00      -4.7495958830e-02 
9.9679788e-01      -1.6190475371e-02 
1.0095072e+00      -5.7875295253e-02 
1.0204981e+00      -1.2781500775e-01 
1.0031077e+00      -3.3231543994e-02 
9.9856165e-01      -4.0079201700e-02 
1.0177861e+00      -7.9928930682e-02 
9.5057175e-01      -1.7604949617e-02 
9.9792655e-01      -4.5334722366e-02 
9.8741403e-01      -9.2187848314e-02 
9.8007811e-01      -4.0601392657e-02 
9.8252242e-01      -9.1858416800e-02 
9.8595917e-01      -9.4452531277e-02 
1.0037668e+00      -3.1272040180e-02 
9.6627533e-01      -2.7250469605e-02 
9.9731441e-01      -3.4803177968e-02 
9.9480919e-01      -4.9400566212e-02 
1.0064893e+00      -3.0002601486e-02 
9.8409121e-01      -6.6895290751e-03 
1.0038410e+00      -9.1267893311e-02 
9.8903004e-01      -3.0734697539e-02 
9.4847679e-01      -4.6474654615e-02 
1.0108504e+00      -7.2025814971e-02 
9.8609215e-01      -1.4789051760e-02 
9.4966850e-01      -1.2298164435e-01 
1.0105886e+00      -9.7710224463e-02 
1.0210711e+00      -1.2552718679e-01 
9.8740411e-01      -5.7622625605e-02 
9.7825889e-01      -4.9849061048e-02 
1.0027453e+00      -1.5715026519e-01 
1.0180507e+00      -6.2601308905e-02 
9.6530927e-01      -4.8183888704e-02 
1.0017814e+00      -8.3943703286e-03 
9.7641638e-01      -2.4132553037e-02 
9.9356838e-01      -1.2253944850e-01 
9.9410617e-01      -4.2298061292e-02 
1.0015652e+00      -1.0579517504e-02 
1.0110252e+00      -8.7002040128e-03 
9.9584601e-01      -2.7878293726e-02 
1.0222371e+00      -1.5304442590e-02 
9.9625569e-01      -2.8658409066e-02 
1.0099488e+00      -8.6602966012e-02 
1.0044512e+00      -2.6880349229e-02 
1.0029807e+00      -4.5706956102e-02 
