9.995871543884277344e+00 -7.568021392822265625e+01 0.000000000000000000e+00
9.999553680419921875e+00 -7.568045043945312500e+01 0.000000000000000000e+00
1.000198268890380859e+01 -7.568016815185546875e+01 0.000000000000000000e+00
1.000230407714843750e+01 -7.568006896972656250e+01 0.000000000000000000e+00
1.000055217742919922e+01 -7.568013763427734375e+01 0.000000000000000000e+00
9.997372627258300781e+00 -7.567970275878906250e+01 0.000000000000000000e+00
9.996269226074218750e+00 -7.568006134033203125e+01 0.000000000000000000e+00
9.999289512634277344e+00 -7.568017578125000000e+01 0.000000000000000000e+00
1.000239181518554688e+01 -7.568007659912109375e+01 0.000000000000000000e+00
9.996920585632324219e+00 -7.568026733398437500e+01 0.000000000000000000e+00
9.999266624450683594e+00 -7.568027496337890625e+01 0.000000000000000000e+00
1.000094985961914062e+01 -7.568044281005859375e+01 0.000000000000000000e+00
9.998147964477539062e+00 -7.567990875244140625e+01 0.000000000000000000e+00
9.996641159057617188e+00 -7.568014526367187500e+01 0.000000000000000000e+00
9.997109413146972656e+00 -7.568013763427734375e+01 0.000000000000000000e+00
1.000107002258300781e+01 -7.567993927001953125e+01 0.000000000000000000e+00
1.000059986114501953e+01 -7.568039703369140625e+01 0.000000000000000000e+00
1.000021839141845703e+01 -7.567990112304687500e+01 0.000000000000000000e+00
9.994260787963867188e+00 -7.568025207519531250e+01 0.000000000000000000e+00
1.000111579895019531e+01 -7.568006134033203125e+01 0.000000000000000000e+00
