9.995871543884277344e+00 -1.639820868149399757e-03
9.999553680419921875e+00 -1.876534079201519489e-03
1.000198268890380859e+01 -1.592204789631068707e-03
1.000230407714843750e+01 -1.490924623794853687e-03
1.000055217742919922e+01 -1.563826575875282288e-03
9.997372627258300781e+00 -1.129400217905640602e-03
9.996269226074218750e+00 -1.483640866354107857e-03
9.999289512634277344e+00 -1.602820935659110546e-03
1.000239181518554688e+01 -1.505016931332647800e-03
9.996920585632324219e+00 -1.691278419457376003e-03
9.999266624450683594e+00 -1.700602238997817039e-03
1.000094985961914062e+01 -1.865206053480505943e-03
9.998147964477539062e+00 -1.333405030891299248e-03
9.996641159057617188e+00 -1.573645509779453278e-03
9.997109413146972656e+00 -1.559003605507314205e-03
1.000107002258300781e+01 -1.367714139632880688e-03
1.000059986114501953e+01 -1.821465557441115379e-03
1.000021839141845703e+01 -1.323945121839642525e-03
9.994260787963867188e+00 -1.680497894994914532e-03
1.000111579895019531e+01 -1.486881985329091549e-03
